LEAID,NAME,Close_Five_Years_Actual,Close_Five_Years_Prediction
2717460,LAKE BENTON PUBLIC SCHOOL DISTRICT,False,False
4826610,LAMESA ISD,False,False
4838520,SAINT JO ISD,False,False
2500063,ROXBURY PREPARATORY CHARTER (DISTRICT),False,True
3806360,EMERADO 127,False,False
0624570,MENLO PARK CITY ELEMENTARY,False,False
3910025,KENTON CITY,False,False
0800254,MOFFAT RE-1 CRAIG,False,True
4220520,ROCKWOOD AREA SD,False,False
3415540,SPOTSWOOD,False,False
0400246,CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA VILLA,False,True
3500690,DEMING PUBLIC SCHOOLS,False,False
1601200,GENESEE JOINT DISTRICT,False,False
3622050,OSWEGO CITY SCHOOL DISTRICT,False,False
3702560,LEE COUNTY SCHOOLS,False,False
3399956,OYSTER RIVER SAU OFFICE,False,False
2608520,CEDAR SPRINGS PUBLIC SCHOOLS,False,False
1706450,BLOOMINGDALE SD 13,False,False
2929850,SWEDEBORG R-III,False,True
3880360,WILMAC SPECIAL ED UNIT,False,False
4800260,KIPP TRUTH ACADEMY,False,True
2606090,BLOOMFIELD HILLS SCHOOL DISTRICT,False,False
5007740,STARKSBORO SCHOOL DISTRICT,False,False
5000028,DEPARTMENT OF CORRECTIONS,False,True
3704740,WARREN COUNTY SCHOOLS,False,False
2307800,MADAWASKA SCHOOL DEPARTMENT,False,False
0500063,MID SOUTH COMMUNITY COLLEGE,False,False
3627570,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,False,False
3628560,SYOSSET CENTRAL SCHOOL DISTRICT,False,False
0612030,EL CENTRO ELEMENTARY,False,False
0100186,FATHER PURCELL CENTER,False,True
3100145,NOVA ALTERNATIVE SCHOOL,False,True
4026880,SAND SPRINGS,False,False
3900581,ARTS AND SCIENCE ACADEMY,True,True
2929100,ST. CLAIR R-XIII,False,False
1708070,CAIRO USD 1,False,False
3500014,SCHOOL/DEAF,False,False
2600293,WOODMONT ACADEMY,True,True
2600299,LIFE SKILLS CENTER OF METROPOLITAN DETROIT,True,True
4700144,ALVIN C. YORK INSTITUTE,False,False
2510920,SOUTH HADLEY,False,False
0400129,ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS,False,True
0504050,CAVE CITY SCHOOL DISTRICT,False,False
1918330,MANSON NORTHWEST WEBSTER COMM SCHOOL DISTRICT,False,False
2600235,ROSS HILL ACADEMY,False,True
1743800,ZEIGLER-ROYALTON CUSD 188,False,False
2500033,LOWELL MIDDLESEX ACADEMY CHARTER (DISTRICT),False,True
3620880,NISKAYUNA CENTRAL SCHOOL DISTRICT,False,False
4031020,VELMA-ALMA,False,False
3501680,LOS LUNAS PUBLIC SCHOOLS,False,False
5006030,NEWPORT TOWN SCHOOL DISTRICT,False,False
5504350,ELMWOOD SCHOOL DISTRICT,False,False
1708220,CENTRAL CUSD 3,False,False
2617730,HARPER CREEK COMMUNITY SCHOOLS,False,False
4206090,CLARION-LIMESTONE AREA SD,False,False
0500399,LISA ACADEMY NORTH CHARTER,True,True
4811640,BROWNSBORO ISD,False,False
0601344,SBE - LIVERMORE VALLEY CHARTER PREPARATO,False,True
3901357,DISCOVERY ACADEMY OF TOLEDO,True,True
0503150,BERRYVILLE SCHOOL DISTRICT,False,False
3703630,PERSON COUNTY SCHOOLS,False,False
3904800,LICKING HEIGHTS LOCAL,False,False
3399916,EXETER SAU OFFICE,False,False
2931500,WEBB CITY R-VII,False,False
3624030,QUEENSBURY UNION FREE SCHOOL DISTRICT,False,False
0610050,COVINA-VALLEY UNIFIED,False,False
4110020,PORT ORFORD-LANGLOIS SD 2CJ,False,False
3604110,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,False,False
3904837,SPRINGFIELD LOCAL,False,False
2600326,INFORMATION TECHNOLOGY ACADEMY OF ST. CLAIR,True,True
0806630,SPRINGFIELD SCHOOL DISTRICT NO. RE-4,False,False
1723050,LINCOLN CHSD 404,False,False
3904857,PARKWAY LOCAL,False,False
5309660,WENATCHEE SCHOOL DISTRICT,False,False
3811970,MANNING 45,False,True
5500057,SEEDS OF HEALTH ELEMENTARY PROGRAM AGENCY,False,True
1927390,STORM LAKE COMM SCHOOL DISTRICT,False,False
4023370,PANAMA,False,False
0615390,GOLD OAK UNION ELEMENTARY,False,False
2600270,CREATIVE MONTESSORI ACADEMY,False,False
3904467,PRINCETON CITY,False,False
4112240,TIGARD-TUALATIN SD 23J,False,False
5008237,UHSD 32,False,False
0633750,ROWLAND UNIFIED,False,False
0600001,ACTON-AGUA DULCE UNIFIED,False,False
4200768,DEVEREUX MAPLETON SCHOOLS,True,True
0600079,LASSEN ROP,False,True
2718920,GRYGLA PUBLIC SCHOOL DISTRICT,False,False
5900165,,False,False
4800272,HARMONY SCIENCE ACAD (EL PASO),False,False
2200660,FRANKLIN PARISH,False,False
3910000,FINDLAY CITY,False,False
2928500,SOUTH NODAWAY CO. R-IV,False,False
2635820,WEST BLOOMFIELD SCHOOL DISTRICT,False,False
3304030,JAFFREY-RINDGE COOP SCHOOL DISTRICT,False,False
0400384,AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH,False,False
0400279,WEST GILBERT CHARTER ELEMENTARY SCHOOL  INC.,False,False
2200690,GRANT PARISH,False,False
2300008,FAYETTE SCHOOL DEPARTMENT,False,True
4800240,RIPLEY HOUSE CHARTER SCHOOL,False,True
2729070,PLUMMER PUBLIC SCHOOL DISTRICT,True,False
1900021,OKOBOJI COMM SCHOOL DISTRICT,False,False
3027930,WHITEWATER K-12 SCHOOLS,False,False
1803930,GOSHEN COMMUNITY SCHOOLS,False,False
5007560,SAINT ALBANS CITY SCHOOL DISTRICT,False,False
3005880,CASCADE ELEM,False,False
4009780,DEWAR,False,False
2000051,EAST CENTRAL KS COOP IN EDUC,False,True
5900153,,False,False
3615060,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,False,False
4214880,MCGUFFEY SD,False,False
1927000,SPIRIT LAKE COMM SCHOOL DISTRICT,False,False
4834290,PARIS ISD,False,False
3402820,CARTERET BOROUGH,False,False
0610350,CUTLER-OROSI JOINT UNIFIED,False,False
4800094,FAITH FAMILY ACADEMY OF OAK CLIFF,False,True
2008100,KINSLEY-OFFERLE,False,False
1922380,PATON-CHURDAN COMM SCHOOL DISTRICT,False,True
4019200,MARYETTA,False,False
4701650,HARDEMAN COUNTY,False,False
5100075,REG ALTERNATIVE PLUS SELF PROJECT/ROANOKE CITY,False,True
3700054,CARTER COMMUNITY CHARTER,False,True
3900299,PINNACLE ACADEMY,False,True
0691028,SAN BENITO COUNTY OFFICE OF EDUCATION,False,False
2101410,CUMBERLAND COUNTY,False,False
3904505,WEST CARROLLTON CITY,False,False
4815400,COTULLA ISD,False,False
4033360,YALE,False,False
1802610,DECATUR COUNTY COM SCHOOLS,False,False
3611880,GATES-CHILI CENTRAL SCHOOL DISTRICT,False,False
2600010,SIGEL TOWNSHIP S/D #3F,False,True
3399928,SAU #28 OFFICE,False,False
0639870,TULARE CITY,False,False
3904656,INDEPENDENCE LOCAL,False,False
0625320,MONROVIA UNIFIED,False,False
3904884,FRANKLIN LOCAL,False,False
5501770,ELMBROOK SCHOOL DISTRICT,False,False
4842390,TERLINGUA CSD,False,False
0800230,DEPARTMENT OF CORRECTIONS,False,True
3904872,NORTHMONT CITY,False,False
5308220,SOUTHSIDE SCHOOL DISTRICT,False,False
1907050,CHARITON COMM SCHOOL DISTRICT,False,False
0400253,CESAR CHAVEZ LEARNING COMMUNITY  INC.,True,True
3904707,PETTISVILLE LOCAL,False,False
4200136,TIDIOUTE COMMUNITY CS,False,True
3103600,BEATRICE PUBLIC SCHOOLS,False,False
2502250,AVON,False,False
5506300,SOUTHWESTERN WISCONSIN SCHOOL DISTRICT,False,False
2005940,EMPORIA,False,False
5510320,NEENAH SCHOOL DISTRICT,False,False
4841070,SPLENDORA ISD,False,False
4827720,LITTLE ELM ISD,False,False
3411040,MOUNTAINSIDE,False,False
1926610,SOUTH CLAY COMM SCHOOL DISTRICT,True,True
1304140,PIERCE COUNTY,False,False
4800130,REG 4 EDUCATION SERVICE CENTER,False,True
0803450,"DOUGLAS COUNTY SCHOOL DISTRICT, NO. RE 1",False,False
5500120,ALBANY SCHOOL DISTRICT,False,False
3905163,TRUMBULL CAREER & TECH CTR,False,False
4833120,NORTHSIDE ISD,False,False
3170800,GARDEN COUNTY SCHOOLS,False,False
3014820,INDEPENDENT ELEM,False,False
3628680,TICONDEROGA CENTRAL SCHOOL DISTRICT,False,False
1921060,NORTH WINNESHIEK COMM SCHOOL DISTRICT,False,True
5900038,,False,False
3904439,MIAMISBURG CITY,False,False
4831410,MORGAN MILL ISD,False,True
0400802,IMAGINE MIDDLE AT AVONDALE  LLC,False,True
3905044,LITTLE MIAMI LOCAL,False,False
3605040,ADIRONDACK CENTRAL SCHOOL DISTRICT,False,False
5305790,NORTH MASON SCHOOL DISTRICT,False,False
3028550,WOLF CREEK ELEM,False,False
2503600,CHESTER (NON-OP),True,True
0901710,GREENWICH SCHOOL DISTRICT,False,False
0407520,SANTA CRUZ VALLEY UNIFIED DISTRICT,False,False
4800206,EL PASO SCHOOL OF EXCELLENCE,True,True
1733810,RIVER FOREST SD 90,False,False
1706270,BIG HOLLOW SD 38,False,False
5007640,ST. JOHNSBURY ACADEMY,True,True
0642060,WEST PARK ELEMENTARY,False,True
1811220,SWITZERLAND COUNTY SCHOOL CORP,False,False
2623250,MATTAWAN CONSOLIDATED SCHOOL,False,False
0901350,EAST WINDSOR SCHOOL DISTRICT,False,False
2718390,LYND PUBLIC SCHOOL DISTRICT,False,False
3500123,ABQ SIGN LANGUAGE ACADEMY,False,False
0400278,DEER VALLEY CHARTER SCHOOLS  INC.,False,True
4200784,WESTERN PA SCHOOL FOR BLIND,True,True
5100180,AMELIA CO PBLC SCHS,False,False
1724870,MARSHALL CUSD 2C,False,False
2915600,JACKSON R-II,False,False
5512510,NORTH CAPE SCHOOL DISTRICT,False,False
3606360,CANASERAGA CENTRAL SCHOOL DISTRICT,False,False
1728810,NORTH CLAY CUSD 25,False,False
4701020,DICKSON COUNTY,False,False
4106300,HERMISTON SD 8,False,False
2506420,HULL,False,False
3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,False,False
2713560,HAWLEY PUBLIC SCHOOL DISTRICT,False,False
2200270,BOSSIER PARISH,False,False
4207980,DUNMORE SD,False,False
4818940,FAIRFIELD ISD,False,False
3904459,OBERLIN CITY SCHOOLS,False,False
4817850,EAST CENTRAL ISD,False,False
4821360,GRAHAM ISD,False,False
3817570,STANLEY 2,False,False
3304680,MASCOMA VALLEY REG SCHOOL DISTRICT,False,False
5514850,THREE LAKES SCHOOL DISTRICT,False,False
0612750,ENCINITAS UNION ELEMENTARY,False,False
0400806,DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY - AH,False,True
4204140,BRENTWOOD BOROUGH SD,False,False
0402370,COTTONWOOD-OAK CREEK ELEMENTARY DISTRICT,False,False
4900015,THOMAS EDISON - NORTH,False,False
3800391,MISSOURI RIVER AREA CAREER & TECHNICAL CENTER,False,True
3905022,MCDONALD LOCAL,False,False
3100133,EXETER-MILLIGAN PUBLIC SCHOOLS,False,False
4800080,RADIANCE ACADEMY OF LEARNING,False,True
3405940,GLEN RIDGE,False,False
0514400,WOODLAWN SCHOOL DISTRICT,False,False
0638550,SUSANVILLE ELEMENTARY,False,False
2912030,FESTUS R-VI,False,False
5500021,WALWORTH CO CDEB,False,False
4829250,MARTINSVILLE ISD,False,False
3303090,FRANKLIN SCHOOL DISTRICT,False,False
4815910,CROWLEY ISD,False,False
3626880,SILVER CREEK CENTRAL SCHOOL DISTRICT,False,False
4703390,PERRY COUNTY,False,False
3000073,SANDERS,False,False
3500600,COBRE CONSOLIDATED SCHOOLS,False,False
0400102,FRIENDLY HOUSE  INC.,False,True
3622890,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,False,False
3704650,VANCE COUNTY SCHOOLS,False,False
2905190,BLACKWATER R-II,False,False
0630390,PINE RIDGE ELEMENTARY,False,False
2105850,WEST POINT INDEPENDENT,False,False
2916190,JEFFERSON CITY,False,False
3806210,BELFIELD 13,False,False
2709480,GREENWAY PUBLIC SCHOOL DISTRICT,False,False
4826190,LA PORTE ISD,False,False
4845210,WESTBROOK ISD,False,False
4014970,HOMINY,False,False
3000085,WIBAUX,False,False
4029040,STROTHER,False,False
1910340,RIVER VALLEY COMM SCHOOL DISTRICT,False,False
1917880,LUVERNE COMM SCHOOL DISTRICT,False,True
3014070,HIGHWOOD H S,False,False
2008430,LEAVENWORTH,False,False
5100152,ALLEGHANY CO PBLC SCHS,False,False
2304800,DALLAS PLT SCHOOL DEPARTMENT,True,True
0400626,PINNACLE EDUCATION-CASA GRANDE  INC.,False,True
0400237,PARAMOUNT EDUCATION STUDIES INC,False,True
4202490,ANNVILLE-CLEONA SD,False,False
0622830,LOS GATOS UNION ELEMENTARY,False,False
2312510,STOCKHOLM SCHOOL DEPARTMENT,True,True
3301440,ALTON SCHOOL DISTRICT,False,False
2314783,RSU 04,False,False
3603240,ARKPORT CENTRAL SCHOOL DISTRICT,False,False
2912630,GALENA R-II,False,False
3600035,KING CENTER CHARTER SCHOOL,False,True
0901860,HAMDEN SCHOOL DISTRICT,False,False
4839030,SAN SABA ISD,False,False
5504650,FLORENCE SCHOOL DISTRICT,False,False
4826250,LA PRYOR ISD,False,False
2509240,OTIS (NON-OP),True,True
3904529,CHESAPEAKE UNION EXEMPTED VILLAGE,False,False
1302310,GAINESVILLE CITY,False,False
2305280,EAST MILLINOCKET SCHOOL DEPARTMENT,False,False
1931290,WEST SIOUX COMM SCHOOL DISTRICT,False,False
4800109,EAST TEXAS CHARTER SCHOOLS,False,True
1602760,RICHFIELD DISTRICT,False,False
3617130,LETCHWORTH CENTRAL SCHOOL DISTRICT,False,False
2506630,LANESBOROUGH,False,False
1304950,THOMASVILLE CITY,False,False
3600080,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS,False,True
3619380,MILLBROOK CENTRAL SCHOOL DISTRICT,False,False
4900051,MOUNTAINVILLE ACADEMY,False,False
4200087,INDEPENDENCE CS,False,False
0903510,REDDING SCHOOL DISTRICT,False,False
5002310,BOLTON SCHOOL DISTRICT,False,False
3904896,NORTH BASS LOCAL,False,True
1600570,CAMBRIDGE JOINT DISTRICT,False,False
2312180,SHIRLEY SCHOOL DEPARTMENT,False,True
4841350,STAFFORD MSD,False,False
0400778,PARAGON EDUCATION CORPORATION,False,True
2200450,CLAIBORNE PARISH,False,False
3399963,WILTON SAU OFFICE,False,False
5004170,GLOVER SCHOOL DISTRICT,False,False
2300050,ARTHUR R. GOULD SCH--LCYDC,False,True
2102990,JEFFERSON COUNTY,False,False
2005310,PIKE VALLEY,False,False
2619290,IONIA TOWNSHIP S/D #2,False,True
3500930,ESTANCIA MUNICIPAL SCHOOLS,False,False
3617400,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,False,False
2008910,LOGAN,False,False
3411820,NORTHVALE,False,False
2507260,MARBLEHEAD,False,False
2004350,BURRTON,False,False
5900075,,False,False
3819020,WAHPETON 37,False,False
2741430,WABASSO PUBLIC SCHOOL DISTRICT,False,False
3627900,SPRINGS UNION FREE SCHOOL DISTRICT,False,False
2314470,RSU 63/MSAD 63,False,False
3410050,MIDDLESEX BOROUGH,False,False
3306360,STEWARTSTOWN SCHOOL DISTRICT,False,False
1709930,CITY OF CHICAGO SD 299,False,False
3399947,CONTOOCOOK VALLEY SAU OFFICE,False,False
2500079,BERKSHIRE ARTS AND TECHNOLOGY CHARTER PUBLIC (DISTRICT),False,True
5502910,CRANDON SCHOOL DISTRICT,False,False
3900015,NORTHWEST OHIO EDUCATIONAL SERVICE CENTER,False,False
3021150,MIAMI ELEM,False,False
0803060,"COLORADO SPRINGS, SCHOOL DISTRICT NO. 11, IN THE COUNTY OF E",False,False
0402320,COOLIDGE UNIFIED DISTRICT,False,False
1720180,IROQUOIS WEST CUSD 10,False,False
0400041,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT DBA GATEWAY EARLY,False,True
0600096,CENTRAL SIERRA ROP,False,False
2102070,FULTON INDEPENDENT,False,False
4833010,NORTH LAMAR ISD,False,False
3904730,ROLLING HILLS LOCAL,False,False
3904453,NORTH RIDGEVILLE CITY,False,False
2500020,WHITMAN (NON-OP),True,True
0800260,DOUGLAS RE-1,False,True
2511740,TRITON,False,False
2600005,BATTLE CREEK PUBLIC SCHOOLS,False,False
1928050,TRIPOLI COMM SCHOOL DISTRICT,False,False
1743380,WORTH SD 127,False,False
4900180,DAGGETT DISTRICT,False,False
5003450,DANVILLE SCHOOL DISTRICT,False,False
0408640,TOPOCK ELEMENTARY DISTRICT,False,False
5502700,COCHRANE-FOUNTAIN CITY SCHOOL DISTRICT,False,False
3021270,POPLAR H S,False,False
2602790,ANCHOR BAY SCHOOL DISTRICT,False,False
5301980,DARRINGTON SCHOOL DISTRICT,False,False
4209690,FARRELL AREA SD,False,False
3904584,ASHTABULA COUNTY ESC,False,False
4672090,TODD COUNTY SCHOOL DISTRICT 66-1,False,False
2905880,BRENTWOOD,False,False
4219560,PORTAGE AREA SD,False,False
2732700,SOUTH KOOCHICHING SCHOOL DISTRICT,False,False
3500990,FARMINGTON MUNICIPAL SCHOOLS,False,False
0804530,"HARRISON, SCHOOL DISTRICT NO. 2, IN THE COUNTY OF EL PASO AN",False,False
3614550,HOLLAND CENTRAL SCHOOL DISTRICT,False,False
1300014,OCONEE RESA,False,False
2700005,UNITED SOUTH CENTRAL SCHOOL DIST.,False,False
4212720,KEYSTONE  SD,False,False
2928430,SOUTH CALLAWAY CO. R-II,False,False
3021960,RAU ELEM,False,False
1600002,LAKE PEND OREILLE DISTRICT,False,False
2800184,MS DEPT OF HUMAN SERVICES,True,True
5602830,FREMONT COUNTY SCHOOL DISTRICT # 6,False,False
3616960,NORTH WARREN CENTRAL SCHOOL DISTRICT,False,False
3810180,KENMARE 28,False,False
4825020,JUNCTION ISD,False,False
4844040,VERIBEST ISD,False,False
4204200,BRISTOL BOROUGH SD,False,False
2700132,RED ROCK CENTRAL SCHOOL DISTRICT,False,False
1712760,DUQUOIN CUSD 300,False,False
4005580,BRUSHY,False,False
3704620,UNION COUNTY PUBLIC SCHOOLS,False,False
3014430,HOBSON K-12 SCHOOLS,False,False
4700146,TN SCH FOR DEAF,False,True
3900490,AUGLAIZE COUNTY EDUCATIONAL ACADEMY,False,True
4845990,WILSON ISD,False,False
3022020,RAYNESFORD ELEM,True,True
3417220,WATCHUNG HILLS REGIONAL,False,False
4838490,SABINE PASS ISD,False,False
3904598,BELMONT COUNTY ESC,True,True
2007740,IOLA,False,False
3820310,WYNDMERE 42,False,False
0619410,KENWOOD,False,False
2003210,NORTH LYON COUNTY,False,False
1200030,ALACHUA,False,False
4105760,CENTRAL CURRY SD 1,False,False
4827960,LOMETA ISD,False,False
3608490,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,False,False
4502400,GREENWOOD 52,False,False
2502400,BEDFORD,False,False
0623610,MANTECA UNIFIED,False,False
1923340,POSTVILLE COMM SCHOOL DISTRICT,False,False
1716950,BROOKWOOD SD 167,False,False
2923340,GASCONADE CO. R-II,False,False
0800271,SANTA FE TRAIL BOCES,False,True
2709540,COMFREY PUBLIC SCHOOL DISTRICT,False,False
3406180,GREENWICH TOWNSHIP,False,False
5002940,CANAAN SCHOOL DISTRICT,False,False
0408850,VAIL UNIFIED DISTRICT,False,False
2400300,DORCHESTER COUNTY PUBLIC SCHOOLS,False,False
4641550,LENNOX SCHOOL DISTRICT 41-4,False,False
1731770,PLANO CUSD 88,False,False
1931620,WHITING COMM SCHOOL DISTRICT,False,True
4025470,CANEY VALLEY,False,False
2711880,FERGUS FALLS PUBLIC SCHOOL DISTRICT,False,False
4830000,MEADOW ISD,False,False
4825620,KILGORE ISD,False,False
2916290,JENNINGS,False,False
2000024,DEPARTMENT OF CORRECTIONS,False,True
2624870,MUSKEGON HEIGHTS SCHOOL DISTRICT,False,False
3003480,BENTON LAKE ELEM,False,False
5100003,CHARLOTTESVILLE-ALBEMARLE TECH,False,True
4025410,QUINTON,False,False
4807410,ABERNATHY ISD,False,False
1743170,WOODLAWN CCSD 4,False,False
1732220,PONTIAC TWP HSD 90,False,False
5005120,LELAND AND GRAY UHSD 34,False,False
2011220,FLINTHILLS,False,False
4839780,SEYMOUR ISD,False,False
4801410,BOB HOPE SCHOOL,False,True
5009330,WINHALL SCHOOL DISTRICT,False,False
0638980,TEMPLE CITY UNIFIED,False,False
0500058,SALINE COUNTY VOCATIONAL CENTER,False,False
4814730,COMAL ISD,False,False
2728050,OWATONNA PUBLIC SCHOOL DISTRICT,False,False
4680441,MOBRIDGE-POLLOCK 62-6,False,False
2744190,WRENSHALL PUBLIC SCHOOL DISTRICT,False,False
4846440,WOODVILLE ISD,False,False
5513260,SAINT FRANCIS SCHOOL DISTRICT,False,False
3402430,BURLINGTON CITY,False,False
1714100,ELMWOOD PARK CUSD 401,False,False
1600018,POCATELLO HEAD START,True,True
0400296,EL CENTRO FOR THE STUDY OF PRIMARY AND SECONDARY EDUCATION,False,True
2308760,NEWCASTLE SCHOOL DEPARTMENT,False,True
2100111,WEST KENTUCKY SPECIAL EDUCATION COOPERATIVE,True,True
0400095,YUMA PRIVATE INDUSTRY COUNCIL  INC.,False,True
2931890,WESTVIEW C-6,False,False
4222920,SULLIVAN COUNTY SD,False,False
4626970,GETTYSBURG SCHOOL DISTRICT 53-1,False,False
1723090,LINCOLNSHIRE-PRAIRIEVIEW SD 103,False,False
2009780,MOUNDRIDGE,False,False
0400614,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT ON BEHALF OF TEAC,False,True
4800195,VANGUARD ACADEMY,False,True
4801409,TLC ACADEMY,False,False
5513100,ROSENDALE-BRANDON SCHOOL DISTRICT,False,False
4211670,HAVERFORD TOWNSHIP SD,False,False
2615420,FULTON SCHOOLS,False,False
5300570,BLAINE SCHOOL DISTRICT,False,False
0900450,BRIDGEPORT SCHOOL DISTRICT,False,False
2916830,KNOB NOSTER R-VIII,False,False
3629400,VALHALLA UNION FREE SCHOOL DISTRICT,False,False
4821990,GUSTINE ISD,False,False
4810590,BLUE RIDGE ISD,False,False
3200060,CLARK COUNTY SCHOOL DISTRICT,False,False
2723820,NORTH BRANCH PUBLIC SCHOOLS,False,False
2921030,MIRABILE C-1,False,True
0601399,SOUTHEAST ROP,False,True
2000007,SMITH CENTER,False,False
1736720,SOUTH HOLLAND SD 150,False,False
2680975,SHIAWASSEE REGIONAL ESD,False,False
0408410,THATCHER UNIFIED DISTRICT,False,False
1305580,WEBSTER COUNTY,False,False
3904607,RIPLEY-UNION-LEWIS-HUNTINGTON LOCAL,False,False
2618270,HESPERIA COMMUNITY SCHOOLS,False,False
2738280,SWANVILLE PUBLIC SCHOOL DISTRICT,False,False
2310530,SCARBOROUGH SCHOOL DEPARTMENT,False,False
3171220,GRETNA PUBLIC SCHOOLS,False,False
3600135,NYC SPECIAL SCHOOLS - DISTRICT 75,False,False
0400181,BENCHMARK SCHOOL  INC.,False,False
3905124,MAHONING CO CAREER & TECH CTR,False,False
0101140,DEKALB COUNTY,False,False
2921600,MT. VERNON R-V,False,False
4703420,PICKETT COUNTY,False,False
0604200,BAYSHORE ELEMENTARY,False,True
3103440,BANCROFT-ROSALIE COMM SCHOOLS,False,False
0400151,NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,False,True
5517040,WISCONSIN DELLS SCHOOL DISTRICT,False,False
3020170,PASS CREEK ELEM,False,False
0800228,ARAPAHOE 2 SHERIDAN,False,True
1724000,MAERCKER SD 60,False,False
4815840,CROSS ROADS ISD,False,False
4013140,GRAHAM,True,False
0400647,EXCEL EDUCATION CENTERS SAN CARLOS  LLC,True,True
5513050,RIVER FALLS SCHOOL DISTRICT,False,False
4029340,SWINK,False,True
0600063,WATERFORD UNIFIED,False,False
2600191,BENTON HARBOR CHARTER SCHOOL,False,True
5900051,,False,False
4800222,AL PRICE STATE JUVENILE CORRECTIONAL FACILITY,True,True
3904811,AVON LOCAL,False,False
3000652,MT DEVELOPMENTAL CTR,True,True
0637350,SOUTH BAY UNION ELEMENTARY,False,False
0634740,SAN LORENZO VALLEY UNIFIED,False,False
2615090,FREE SOIL COMMUNITY SCHOOLS,True,True
3015510,KESTER ELEM,False,False
4026100,ROBIN HILL,False,False
0500393,DREAMLAND ACADEMY,True,True
0601365,SCHOOL PROJECT UTILITY RATE REDUCTION,False,True
1920910,NORTH POLK COMM SCHOOL DISTRICT,False,False
0626400,MT. PLEASANT ELEMENTARY,False,False
1602030,MC CALLDONNELLY DISTRICT,False,False
2103630,LUDLOW INDEPENDENT,False,False
1928170,TWIN CEDARS COMM SCHOOL DISTRICT,False,False
0637830,SAINT HELENA UNIFIED,False,False
4702940,MEMPHIS,True,True
2600966,THREE LAKES ACADEMY,False,True
2704440,BEMIDJI PUBLIC SCHOOL DISTRICT,False,False
4834920,PILOT POINT ISD,False,False
4015900,JUSTICE,False,False
3401590,BERLIN BOROUGH,False,False
4500010,SPARTANBURG 81,False,False
0100360,BIBB COUNTY,False,False
2502370,BECKET (NON-OP),True,True
0500082,LAWRENCE COUNTY SCHOOL DISTRICT,False,False
4005310,BRAMAN,True,True
0400321,PINNACLE EDUCATION-WMCB  INC.,False,True
3904750,RIDGEMONT LOCAL,False,False
4200056,MATH CIVICS AND SCIENCES CS,False,False
0691008,GLENN COUNTY OFFICE OF EDUCATION,False,False
0634080,SAN ARDO UNION ELEMENTARY,False,True
0600121,NORTH ORANGE COUNTY ROP,False,False
2927870,SENATH-HORNERSVILLE C-8,False,False
1700109,RIDGEVIEW CUSD 19,False,False
0400402,CHOLLA ACADEMY,False,True
4800231,FORT WORTH ACADEMY OF FINE ARTS,False,False
5501890,BURLINGTON AREA SCHOOL DISTRICT,False,False
5101290,FALLS CHURCH CITY PBLC SCHS,False,False
0803930,SCHOOL DISTRICT NO. RE-3 FRENCHMAN,False,False
0400227,SOUTH POINTE PUBLIC CHARTER JUNIOR HIGH SCHOOL,False,True
5007950,SUTTON SCHOOL DISTRICT,False,False
5306870,PRESCOTT SCHOOL DISTRICT,False,False
3901298,STAR ACADEMY OF TOLEDO,False,True
1912060,FREMONT COMM SCHOOL DISTRICT,True,True
2300056,MOUNTAIN VIEW YOUTH DEV CTR,False,True
2103390,LEWIS COUNTY,False,False
4800160,THERESA B LEE ACADEMY,True,True
1806870,MISSISSINEWA COMMUNITY SCHOOL CORP,False,False
3408130,LAFAYETTE TOWNSHIP,False,False
3900441,HORIZON SCIENCE ACADEMY-CINCINNATI,False,True
0400161,WESTWIND CHILDREN'S SERVICES,False,True
2500043,UP-ISLAND REGIONAL,False,False
1721630,LA GRANGE SD 105 SOUTH,False,False
3000096,NORTH STAR ELEM,False,False
3027730,WESTBY K-12 SCHOOLS,False,False
2600201,CAPITAL AREA ACADEMY,True,True
3178990,WYNOT PUBLIC SCHOOLS,False,False
0614190,FORTUNA UNION HIGH,False,False
0400192,SONORAN DESERT SCHOOL,False,True
2500066,MATCH CHARTER PUBLIC SCHOOL (DISTRICT),False,True
1304560,STEPHENS COUNTY,False,False
5900046,,False,False
0400375,SIERRA VISTA CHARTER SCHOOL  INC.,True,True
1903220,AKRON WESTFIELD COMM SCHOOL DISTRICT,False,False
4400120,CENTRAL FALLS,False,False
2804560,WEBSTER CO SCHOOL DIST,False,False
5900186,,False,False
0400372,AIR ACADEMY CHARTER HIGH SCHOOL DBA THOMAS JEFFERSON HIGH SC,True,True
4800034,CUMBERLAND ACADEMY,False,False
